coin,view,fold,feature,importance
ADA,V2,2,low,1.3286578773809872
ADA,V2,2,close,1.5988117175487953
ADA,V2,2,volume,1.8386890850945101
ADA,V2,2,RET_1D,6.695288147173886
ADA,V2,2,RET_5D,4.274789468792789
ADA,V2,2,RET_20D,3.0638327793040627
ADA,V2,2,TECH_RSI14,5.168972552571908
ADA,V2,2,TECH_RSI30,4.29528832642343
ADA,V2,2,TECH_MACD,1.5151972602977146
ADA,V2,2,TECH_MACD_SIG,3.0357216030583616
ADA,V2,2,TECH_MA5R,4.4868244011427265
ADA,V2,2,TECH_MA20R,4.356626720692138
ADA,V2,2,TECH_MA50R,2.072689374493698
ADA,V2,2,VOL_ATR14,1.5931521523742205
ADA,V2,2,BAND_BB_W,4.076612847419464
ADA,V2,2,BAND_KC_W,3.957415725638959
ADA,V2,2,PX_OBV,4.106239867581855
ADA,V2,2,VOL_Z20,5.63719853340294
ADA,V2,2,DERIV_OI_D1,3.263253377674823
ADA,V2,2,DERIV_OI_PCT1,5.208275017631684
ADA,V2,2,DERIV_FUND_Z7,6.657693779034442
ADA,V2,2,DERIV_LSR_D1,0.0
ADA,V2,2,FLOW_LIQ_NET,2.9217101040594207
ADA,V2,2,FLOW_LIQ_ABS,2.31729326537491
ADA,V2,2,FLOW_TAKER_IMB,0.0
ADA,V2,2,EXBAL_PCT_1D,0.0
ADA,V2,2,SENT_FEAR,2.005408523527403
ADA,V2,2,SENT_D_FEAR,5.525330387893377
ADA,V2,2,WEEK_RET_1W,3.651733148200142
ADA,V2,2,WEEK_RSI_1W,2.8032792235791124
ADA,V2,2,WEEK_MA_CROSS_1W,0.6882656700363659
ADA,V2,3,open,1.1263226822413366
ADA,V2,3,high,1.1541178395868725
ADA,V2,3,low,0.8187709966754689
ADA,V2,3,close,1.4445958803097243
ADA,V2,3,volume,2.8692082543023836
ADA,V2,3,RET_1D,5.775868035715143
ADA,V2,3,RET_5D,4.835399718177531
ADA,V2,3,RET_20D,3.4632030901959383
ADA,V2,3,TECH_RSI14,4.644181871935306
ADA,V2,3,TECH_RSI30,2.8517652214907647
ADA,V2,3,TECH_MACD,1.8581623802766178
ADA,V2,3,TECH_MACD_SIG,2.582899439076895
ADA,V2,3,TECH_MA5R,4.3768182769795905
ADA,V2,3,TECH_MA20R,3.5182358757846544
ADA,V2,3,TECH_MA50R,2.612952732311585
ADA,V2,3,VOL_ATR14,1.9706270534187746
ADA,V2,3,BAND_BB_W,4.259074615437043
ADA,V2,3,BAND_KC_W,3.2343188051593845
ADA,V2,3,PX_OBV,3.909138992629877
ADA,V2,3,VOL_Z20,5.646614779944864
ADA,V2,3,DERIV_OI_D1,3.712123861654707
ADA,V2,3,DERIV_OI_PCT1,4.511293956126042
ADA,V2,3,DERIV_FUND_Z7,5.885775887643377
ADA,V2,3,DERIV_LSR_D1,0.0
ADA,V2,3,FLOW_LIQ_NET,3.8625491901933353
ADA,V2,3,FLOW_LIQ_ABS,2.6515432893737216
ADA,V2,3,FLOW_TAKER_IMB,0.0
ADA,V2,3,EXBAL_PCT_1D,0.0
ADA,V2,3,SENT_FEAR,3.925933979640573
ADA,V2,3,SENT_D_FEAR,4.671857574251243
ADA,V2,3,WEEK_RET_1W,4.20936604247791
ADA,V2,3,WEEK_RSI_1W,3.1230680046343684
ADA,V2,3,WEEK_MA_CROSS_1W,0.4942116723549833
ADA,V3,1,open,0.9284623523207081
ADA,V3,1,high,0.9543847550529093
ADA,V3,1,low,2.2624680205865495
ADA,V3,1,close,1.2415184515960647
ADA,V3,1,volume,1.938283624940222
ADA,V3,1,RET_1D,8.224486777539958
ADA,V3,1,RET_5D,3.744371655958444
ADA,V3,1,RET_20D,3.301714135514059
ADA,V3,1,TECH_RSI14,3.6909731809918656
ADA,V3,1,TECH_RSI30,4.820004888867703
ADA,V3,1,TECH_MACD,2.585264633205653
ADA,V3,1,TECH_MACD_SIG,1.578723200548211
ADA,V3,1,TECH_MA5R,4.806624523517795
ADA,V3,1,TECH_MA20R,4.537997799521648
ADA,V3,1,TECH_MA50R,1.5722448191262508
ADA,V3,1,VOL_ATR14,1.5547819075922646
ADA,V3,1,BAND_BB_W,4.905665520920745
ADA,V3,1,BAND_KC_W,3.446687803925202
ADA,V3,1,PX_OBV,2.8983867925154714
ADA,V3,1,VOL_Z20,5.328732838531618
ADA,V3,1,DERIV_OI_D1,3.6769692413569603
ADA,V3,1,DERIV_OI_PCT1,5.7854425922444275
ADA,V3,1,DERIV_FUND_Z7,7.883280421680067
ADA,V3,1,DERIV_LSR_D1,0.0
ADA,V3,1,FLOW_LIQ_NET,2.298134341898589
ADA,V3,1,FLOW_LIQ_ABS,0.7017194652839617
ADA,V3,1,FLOW_TAKER_IMB,0.0
ADA,V3,1,EXBAL_PCT_1D,0.0
ADA,V3,1,SENT_FEAR,1.880863500598219
ADA,V3,1,SENT_D_FEAR,6.100818668943502
ADA,V3,1,WEEK_RET_1W,3.379841494215225
ADA,V3,1,WEEK_RSI_1W,3.208205300358853
ADA,V3,1,WEEK_MA_CROSS_1W,0.7629472906468471
ADA,V3,2,open,0.964038729665524
ADA,V3,2,high,0.891710332930371
ADA,V3,2,low,1.3286578773809872
ADA,V3,2,close,1.5988117175487953
ADA,V3,2,volume,1.8386890850945101
ADA,V3,2,RET_1D,6.695288147173886
ADA,V3,2,RET_5D,4.274789468792789
ADA,V3,2,RET_20D,3.0638327793040627
ADA,V3,2,TECH_RSI14,5.168972552571908
ADA,V3,2,TECH_RSI30,4.29528832642343
ADA,V3,2,TECH_MACD,1.5151972602977146
ADA,V3,2,TECH_MACD_SIG,3.0357216030583616
ADA,V3,2,TECH_MA5R,4.4868244011427265
ADA,V3,2,TECH_MA20R,4.356626720692138
ADA,V3,2,TECH_MA50R,2.072689374493698
ADA,V3,2,VOL_ATR14,1.5931521523742205
ADA,V3,2,BAND_BB_W,4.076612847419464
ADA,V3,2,BAND_KC_W,3.957415725638959
ADA,V3,2,PX_OBV,4.106239867581855
ADA,V3,2,VOL_Z20,5.63719853340294
ADA,V3,2,DERIV_OI_D1,3.263253377674823
ADA,V3,2,DERIV_OI_PCT1,5.208275017631684
ADA,V3,2,DERIV_FUND_Z7,6.657693779034442
ADA,V3,2,DERIV_LSR_D1,0.0
ADA,V3,2,FLOW_LIQ_NET,2.9217101040594207
ADA,V3,2,FLOW_LIQ_ABS,2.31729326537491
ADA,V3,2,FLOW_TAKER_IMB,0.0
ADA,V3,2,EXBAL_PCT_1D,0.0
ADA,V3,2,SENT_FEAR,2.005408523527403
ADA,V3,2,SENT_D_FEAR,5.525330387893377
ADA,V3,2,WEEK_RET_1W,3.651733148200142
ADA,V3,2,WEEK_RSI_1W,2.8032792235791124
ADA,V3,2,WEEK_MA_CROSS_1W,0.6882656700363659
ADA,V3,3,open,1.1263226822413366
ADA,V3,3,high,1.1541178395868725
ADA,V3,3,low,0.8187709966754689
ADA,V3,3,close,1.4445958803097243
ADA,V3,3,volume,2.8692082543023836
ADA,V3,3,RET_1D,5.775868035715143
ADA,V3,3,RET_5D,4.835399718177531
ADA,V3,3,RET_20D,3.4632030901959383
ADA,V3,3,TECH_RSI14,4.644181871935306
ADA,V3,3,TECH_RSI30,2.8517652214907647
ADA,V3,3,TECH_MACD,1.8581623802766178
ADA,V3,3,TECH_MACD_SIG,2.582899439076895
ADA,V3,3,TECH_MA5R,4.3768182769795905
ADA,V3,3,TECH_MA20R,3.5182358757846544
ADA,V3,3,TECH_MA50R,2.612952732311585
ADA,V3,3,VOL_ATR14,1.9706270534187746
ADA,V3,3,BAND_BB_W,4.259074615437043
ADA,V3,3,BAND_KC_W,3.2343188051593845
ADA,V3,3,PX_OBV,3.909138992629877
ADA,V3,3,VOL_Z20,5.646614779944864
ADA,V3,3,DERIV_OI_D1,3.712123861654707
ADA,V3,3,DERIV_OI_PCT1,4.511293956126042
ADA,V3,3,DERIV_FUND_Z7,5.885775887643377
ADA,V3,3,DERIV_LSR_D1,0.0
ADA,V3,3,FLOW_LIQ_NET,3.8625491901933353
ADA,V3,3,FLOW_LIQ_ABS,2.6515432893737216
ADA,V3,3,FLOW_TAKER_IMB,0.0
ADA,V3,3,EXBAL_PCT_1D,0.0
ADA,V3,3,SENT_FEAR,3.925933979640573
ADA,V3,3,SENT_D_FEAR,4.671857574251243
ADA,V3,3,WEEK_RET_1W,4.20936604247791
ADA,V3,3,WEEK_RSI_1W,3.1230680046343684
ADA,V3,3,WEEK_MA_CROSS_1W,0.4942116723549833
XRP,V1,1,open,0.041015367954969406
XRP,V1,1,high,0.02744661271572113
XRP,V1,1,low,0.03927244618535042
XRP,V1,1,close,0.038006238639354706
XRP,V1,1,volume,0.04044477641582489
XRP,V1,1,RET_1D,0.04613448306918144
XRP,V1,1,RET_5D,0.04100301116704941
XRP,V1,1,RET_20D,0.03814378380775452
XRP,V1,1,TECH_RSI14,0.0354355052113533
XRP,V1,1,TECH_RSI30,0.04475930333137512
XRP,V1,1,TECH_MACD,0.043549466878175735
XRP,V1,1,TECH_MACD_SIG,0.03309546783566475
XRP,V1,1,TECH_MA5R,0.04466758668422699
XRP,V1,1,TECH_MA20R,0.04007692262530327
XRP,V1,1,TECH_MA50R,0.044794712215662
XRP,V1,1,VOL_ATR14,0.03369686380028725
XRP,V1,1,BAND_BB_W,0.04676399379968643
XRP,V1,1,BAND_KC_W,0.03705541044473648
XRP,V1,1,PX_OBV,0.046442389488220215
XRP,V1,1,VOL_Z20,0.046901192516088486
XRP,V1,1,DERIV_OI_D1,0.0
XRP,V1,1,DERIV_OI_PCT1,0.0
XRP,V1,1,DERIV_FUND_Z7,0.0
XRP,V1,1,DERIV_LSR_D1,0.0
XRP,V1,1,FLOW_LIQ_NET,0.0
XRP,V1,1,FLOW_LIQ_ABS,0.0
XRP,V1,1,FLOW_TAKER_IMB,0.0
XRP,V1,1,EXBAL_PCT_1D,0.0
XRP,V1,1,SENT_FEAR,0.03815488517284393
XRP,V1,1,SENT_D_FEAR,0.038411639630794525
XRP,V1,1,WEEK_RET_1W,0.03439636155962944
XRP,V1,1,WEEK_RSI_1W,0.04323531687259674
XRP,V1,1,WEEK_MA_CROSS_1W,0.03709626570343971
XRP,V1,2,open,0.03061390109360218
XRP,V1,2,high,0.027211379259824753
XRP,V1,2,low,0.032463155686855316
XRP,V1,2,close,0.03876751288771629
XRP,V1,2,volume,0.03260991349816322
XRP,V1,2,RET_1D,0.042097076773643494
XRP,V1,2,RET_5D,0.0368770994246006
XRP,V1,2,RET_20D,0.033858656883239746
XRP,V1,2,TECH_RSI14,0.03078611195087433
XRP,V1,2,TECH_RSI30,0.04017363861203194
XRP,V1,2,TECH_MACD,0.0349370539188385
XRP,V1,2,TECH_MACD_SIG,0.033522654324769974
XRP,V1,2,TECH_MA5R,0.03903433308005333
XRP,V1,2,TECH_MA20R,0.03552757948637009
XRP,V1,2,TECH_MA50R,0.034743569791316986
XRP,V1,2,VOL_ATR14,0.02898348681628704
XRP,V1,2,BAND_BB_W,0.0368218757212162
XRP,V1,2,BAND_KC_W,0.03019060008227825
XRP,V1,2,PX_OBV,0.035325273871421814
XRP,V1,2,VOL_Z20,0.035450708121061325
XRP,V1,2,DERIV_OI_D1,0.03291473537683487
XRP,V1,2,DERIV_OI_PCT1,0.03651371970772743
XRP,V1,2,DERIV_FUND_Z7,0.028475185856223106
XRP,V1,2,DERIV_LSR_D1,0.0
XRP,V1,2,FLOW_LIQ_NET,0.030027423053979874
XRP,V1,2,FLOW_LIQ_ABS,0.03356725722551346
XRP,V1,2,FLOW_TAKER_IMB,0.0
XRP,V1,2,EXBAL_PCT_1D,0.0
XRP,V1,2,SENT_FEAR,0.031469836831092834
XRP,V1,2,SENT_D_FEAR,0.030375545844435692
XRP,V1,2,WEEK_RET_1W,0.028031641617417336
XRP,V1,2,WEEK_RSI_1W,0.03528289869427681
XRP,V1,2,WEEK_MA_CROSS_1W,0.02334621548652649
XRP,V1,3,open,0.03282669559121132
XRP,V1,3,high,0.03413288667798042
XRP,V1,3,low,0.03482998535037041
XRP,V1,3,close,0.039364252239465714
XRP,V1,3,volume,0.03243580833077431
XRP,V1,3,RET_1D,0.040667466819286346
XRP,V1,3,RET_5D,0.033396344631910324
XRP,V1,3,RET_20D,0.03241473436355591
XRP,V1,3,TECH_RSI14,0.030189478769898415
XRP,V1,3,TECH_RSI30,0.036422260105609894
XRP,V1,3,TECH_MACD,0.03297101706266403
XRP,V1,3,TECH_MACD_SIG,0.03023540787398815
XRP,V1,3,TECH_MA5R,0.03410722687840462
XRP,V1,3,TECH_MA20R,0.03513406962156296
XRP,V1,3,TECH_MA50R,0.033977292478084564
XRP,V1,3,VOL_ATR14,0.03000515326857567
XRP,V1,3,BAND_BB_W,0.03350674360990524
XRP,V1,3,BAND_KC_W,0.03248598799109459
XRP,V1,3,PX_OBV,0.03399647772312164
XRP,V1,3,VOL_Z20,0.03192935883998871
XRP,V1,3,DERIV_OI_D1,0.032654695212841034
XRP,V1,3,DERIV_OI_PCT1,0.034577626734972
XRP,V1,3,DERIV_FUND_Z7,0.032095324248075485
XRP,V1,3,DERIV_LSR_D1,0.0
XRP,V1,3,FLOW_LIQ_NET,0.029271956533193588
XRP,V1,3,FLOW_LIQ_ABS,0.03330478072166443
XRP,V1,3,FLOW_TAKER_IMB,0.0
XRP,V1,3,EXBAL_PCT_1D,0.0
XRP,V1,3,SENT_FEAR,0.030923569574952126
XRP,V1,3,SENT_D_FEAR,0.03242034837603569
XRP,V1,3,WEEK_RET_1W,0.031560081988573074
XRP,V1,3,WEEK_RSI_1W,0.03369828313589096
XRP,V1,3,WEEK_MA_CROSS_1W,0.03446466848254204
XRP,V2,1,open,1.3468542231542213
XRP,V2,1,high,1.3631422980383476
XRP,V2,1,low,2.058465221893865
XRP,V2,1,close,1.7606268387851478
XRP,V2,1,volume,3.6483469543509206
XRP,V2,1,RET_1D,8.017763964169536
XRP,V2,1,RET_5D,5.410925189173631
XRP,V2,1,RET_20D,3.8087801753034762
XRP,V2,1,TECH_RSI14,4.069342962097958
XRP,V2,1,TECH_RSI30,3.663534672933152
XRP,V2,1,TECH_MACD,1.9296507245908774
XRP,V2,1,TECH_MACD_SIG,1.766556325514244
XRP,V2,1,TECH_MA5R,6.791914453572554
XRP,V2,1,TECH_MA20R,3.3792142268202516
XRP,V2,1,TECH_MA50R,2.07000605067311
XRP,V2,1,VOL_ATR14,2.2890716311444628
XRP,V2,1,BAND_BB_W,3.1074322602689413
XRP,V2,1,BAND_KC_W,2.3420087954490576
XRP,V2,1,PX_OBV,4.930821632887137
XRP,V2,1,VOL_Z20,6.3136692486977495
XRP,V2,1,DERIV_OI_D1,3.4651340146870613
XRP,V2,1,DERIV_OI_PCT1,4.974427053437809
XRP,V2,1,DERIV_FUND_Z7,4.8321162571526175
XRP,V2,1,DERIV_LSR_D1,0.0
XRP,V2,1,FLOW_LIQ_NET,1.2398213473987492
XRP,V2,1,FLOW_LIQ_ABS,1.0462675966595
XRP,V2,1,FLOW_TAKER_IMB,0.0
XRP,V2,1,EXBAL_PCT_1D,0.0
XRP,V2,1,SENT_FEAR,2.1557117394738747
XRP,V2,1,SENT_D_FEAR,3.9675708887329564
XRP,V2,1,WEEK_RET_1W,3.636210330724284
XRP,V2,1,WEEK_RSI_1W,4.075449682190316
XRP,V2,1,WEEK_MA_CROSS_1W,0.5391632400241969
XRP,V2,2,open,1.3355896700961447
XRP,V2,2,high,1.2440656823107028
XRP,V2,2,low,2.161544430492531
XRP,V2,2,close,1.2134337330516958
XRP,V2,2,volume,2.941180964480373
XRP,V2,2,RET_1D,7.84010014929849
XRP,V2,2,RET_5D,4.261807693652992
XRP,V2,2,RET_20D,2.5367064068212035
XRP,V2,2,TECH_RSI14,4.100324192302961
XRP,V2,2,TECH_RSI30,3.0696178320721974
XRP,V2,2,TECH_MACD,1.7428002048219073
XRP,V2,2,TECH_MACD_SIG,2.327017937050705
XRP,V2,2,TECH_MA5R,5.600395117568173
XRP,V2,2,TECH_MA20R,3.03838213657872
XRP,V2,2,TECH_MA50R,2.0971822419171975
XRP,V2,2,VOL_ATR14,2.3674519012047455
XRP,V2,2,BAND_BB_W,3.4181852334455436
XRP,V2,2,BAND_KC_W,2.7341939147589227
XRP,V2,2,PX_OBV,4.963047777151918
XRP,V2,2,VOL_Z20,5.57069409553444
XRP,V2,2,DERIV_OI_D1,3.4256126684414214
XRP,V2,2,DERIV_OI_PCT1,5.260579445033417
XRP,V2,2,DERIV_FUND_Z7,5.300190871380488
XRP,V2,2,DERIV_LSR_D1,0.0
XRP,V2,2,FLOW_LIQ_NET,2.846517543665657
XRP,V2,2,FLOW_LIQ_ABS,2.1327603670642086
XRP,V2,2,FLOW_TAKER_IMB,0.0
XRP,V2,2,EXBAL_PCT_1D,0.0
XRP,V2,2,SENT_FEAR,3.3079918063848237
XRP,V2,2,SENT_D_FEAR,4.437622918368246
XRP,V2,2,WEEK_RET_1W,4.249212733047525
XRP,V2,2,WEEK_RSI_1W,4.097135307029565
XRP,V2,2,WEEK_MA_CROSS_1W,0.3786550249731011
XRP,V2,3,open,1.906256146675132
XRP,V2,3,high,1.6420378423956041
XRP,V2,3,low,1.3218207025968178
XRP,V2,3,close,1.9553095336636164
XRP,V2,3,volume,2.998262823184229
XRP,V2,3,RET_1D,7.185481516428743
XRP,V2,3,RET_5D,4.533447789608098
XRP,V2,3,RET_20D,2.6099088601939675
XRP,V2,3,TECH_RSI14,4.167572138130757
XRP,V2,3,TECH_RSI30,3.5705883449334137
XRP,V2,3,TECH_MACD,2.3247664083304094
XRP,V2,3,TECH_MACD_SIG,2.2792854160554463
XRP,V2,3,TECH_MA5R,4.895614486807257
XRP,V2,3,TECH_MA20R,2.4095404825135085
XRP,V2,3,TECH_MA50R,2.458148785025
XRP,V2,3,VOL_ATR14,2.204208122178438
XRP,V2,3,BAND_BB_W,3.7814677864136237
XRP,V2,3,BAND_KC_W,2.669672913024162
XRP,V2,3,PX_OBV,4.611216532659529
XRP,V2,3,VOL_Z20,5.20930025433147
XRP,V2,3,DERIV_OI_D1,3.1856683380065562
XRP,V2,3,DERIV_OI_PCT1,4.2638751326455395
XRP,V2,3,DERIV_FUND_Z7,5.46711928389217
XRP,V2,3,DERIV_LSR_D1,0.0
XRP,V2,3,FLOW_LIQ_NET,3.0532909078690667
XRP,V2,3,FLOW_LIQ_ABS,3.5139953265001553
XRP,V2,3,FLOW_TAKER_IMB,0.0
XRP,V2,3,EXBAL_PCT_1D,0.0
XRP,V2,3,SENT_FEAR,3.845601348013811
XRP,V2,3,SENT_D_FEAR,3.9431624697116443
XRP,V2,3,WEEK_RET_1W,3.469550659282353
XRP,V2,3,WEEK_RSI_1W,4.138778696677598
XRP,V2,3,WEEK_MA_CROSS_1W,0.3850509522519001
XRP,V3,1,open,1.3468542231542213
XRP,V3,1,high,1.3631422980383476
XRP,V3,1,low,2.058465221893865
XRP,V3,1,close,1.7606268387851478
XRP,V3,1,volume,3.6483469543509206
XRP,V3,1,RET_1D,8.017763964169536
XRP,V3,1,RET_5D,5.410925189173631
XRP,V3,1,RET_20D,3.8087801753034762
XRP,V3,1,TECH_RSI14,4.069342962097958
XRP,V3,1,TECH_RSI30,3.663534672933152
XRP,V3,1,TECH_MACD,1.9296507245908774
XRP,V3,1,TECH_MACD_SIG,1.766556325514244
XRP,V3,1,TECH_MA5R,6.791914453572554
XRP,V3,1,TECH_MA20R,3.3792142268202516
XRP,V3,1,TECH_MA50R,2.07000605067311
XRP,V3,1,VOL_ATR14,2.2890716311444628
XRP,V3,1,BAND_BB_W,3.1074322602689413
XRP,V3,1,BAND_KC_W,2.3420087954490576
XRP,V3,1,PX_OBV,4.930821632887137
XRP,V3,1,VOL_Z20,6.3136692486977495
XRP,V3,1,DERIV_OI_D1,3.4651340146870613
XRP,V3,1,DERIV_OI_PCT1,4.974427053437809
XRP,V3,1,DERIV_FUND_Z7,4.8321162571526175
XRP,V3,1,DERIV_LSR_D1,0.0
XRP,V3,1,FLOW_LIQ_NET,1.2398213473987492
XRP,V3,1,FLOW_LIQ_ABS,1.0462675966595
XRP,V3,1,FLOW_TAKER_IMB,0.0
XRP,V3,1,EXBAL_PCT_1D,0.0
XRP,V3,1,SENT_FEAR,2.1557117394738747
XRP,V3,1,SENT_D_FEAR,3.9675708887329564
XRP,V3,1,WEEK_RET_1W,3.636210330724284
XRP,V3,1,WEEK_RSI_1W,4.075449682190316
XRP,V3,1,WEEK_MA_CROSS_1W,0.5391632400241969
XRP,V3,2,open,1.3355896700961447
XRP,V3,2,high,1.2440656823107028
XRP,V3,2,low,2.161544430492531
XRP,V3,2,close,1.2134337330516958
XRP,V3,2,volume,2.941180964480373
XRP,V3,2,RET_1D,7.84010014929849
XRP,V3,2,RET_5D,4.261807693652992
XRP,V3,2,RET_20D,2.5367064068212035
XRP,V3,2,TECH_RSI14,4.100324192302961
XRP,V3,2,TECH_RSI30,3.0696178320721974
XRP,V3,2,TECH_MACD,1.7428002048219073
XRP,V3,2,TECH_MACD_SIG,2.327017937050705
XRP,V3,2,TECH_MA5R,5.600395117568173
XRP,V3,2,TECH_MA20R,3.03838213657872
XRP,V3,2,TECH_MA50R,2.0971822419171975
XRP,V3,2,VOL_ATR14,2.3674519012047455
XRP,V3,2,BAND_BB_W,3.4181852334455436
XRP,V3,2,BAND_KC_W,2.7341939147589227
XRP,V3,2,PX_OBV,4.963047777151918
XRP,V3,2,VOL_Z20,5.57069409553444
XRP,V3,2,DERIV_OI_D1,3.4256126684414214
XRP,V3,2,DERIV_OI_PCT1,5.260579445033417
XRP,V3,2,DERIV_FUND_Z7,5.300190871380488
XRP,V3,2,DERIV_LSR_D1,0.0
XRP,V3,2,FLOW_LIQ_NET,2.846517543665657
XRP,V3,2,FLOW_LIQ_ABS,2.1327603670642086
XRP,V3,2,FLOW_TAKER_IMB,0.0
XRP,V3,2,EXBAL_PCT_1D,0.0
XRP,V3,2,SENT_FEAR,3.3079918063848237
XRP,V3,2,SENT_D_FEAR,4.437622918368246
XRP,V3,2,WEEK_RET_1W,4.249212733047525
XRP,V3,2,WEEK_RSI_1W,4.097135307029565
XRP,V3,2,WEEK_MA_CROSS_1W,0.3786550249731011
XRP,V3,3,open,1.906256146675132
XRP,V3,3,high,1.6420378423956041
XRP,V3,3,low,1.3218207025968178
XRP,V3,3,close,1.9553095336636164
XRP,V3,3,volume,2.998262823184229
XRP,V3,3,RET_1D,7.185481516428743
XRP,V3,3,RET_5D,4.533447789608098
XRP,V3,3,RET_20D,2.6099088601939675
XRP,V3,3,TECH_RSI14,4.167572138130757
XRP,V3,3,TECH_RSI30,3.5705883449334137
XRP,V3,3,TECH_MACD,2.3247664083304094
XRP,V3,3,TECH_MACD_SIG,2.2792854160554463
XRP,V3,3,TECH_MA5R,4.895614486807257
XRP,V3,3,TECH_MA20R,2.4095404825135085
XRP,V3,3,TECH_MA50R,2.458148785025
XRP,V3,3,VOL_ATR14,2.204208122178438
XRP,V3,3,BAND_BB_W,3.7814677864136237
XRP,V3,3,BAND_KC_W,2.669672913024162
XRP,V3,3,PX_OBV,4.611216532659529
XRP,V3,3,VOL_Z20,5.20930025433147
XRP,V3,3,DERIV_OI_D1,3.1856683380065562
XRP,V3,3,DERIV_OI_PCT1,4.2638751326455395
XRP,V3,3,DERIV_FUND_Z7,5.46711928389217
XRP,V3,3,DERIV_LSR_D1,0.0
XRP,V3,3,FLOW_LIQ_NET,3.0532909078690667
XRP,V3,3,FLOW_LIQ_ABS,3.5139953265001553
XRP,V3,3,FLOW_TAKER_IMB,0.0
XRP,V3,3,EXBAL_PCT_1D,0.0
XRP,V3,3,SENT_FEAR,3.845601348013811
XRP,V3,3,SENT_D_FEAR,3.9431624697116443
XRP,V3,3,WEEK_RET_1W,3.469550659282353
XRP,V3,3,WEEK_RSI_1W,4.138778696677598
XRP,V3,3,WEEK_MA_CROSS_1W,0.3850509522519001
XRP,V4,1,open,0.02836601994931698
XRP,V4,1,high,0.030427267774939537
XRP,V4,1,low,0.026868537068367004
XRP,V4,1,close,0.041302040219306946
XRP,V4,1,volume,0.023507431149482727
XRP,V4,1,RET_1D,0.04434847831726074
XRP,V4,1,RET_5D,0.02713959477841854
XRP,V4,1,RET_20D,0.026645591482520103
XRP,V4,1,TECH_RSI14,0.020471442490816116
XRP,V4,1,TECH_RSI30,0.028068363666534424
XRP,V4,1,TECH_MACD,0.061414483934640884
XRP,V4,1,TECH_MACD_SIG,0.02516663260757923
XRP,V4,1,TECH_MA5R,0.030401669442653656
XRP,V4,1,TECH_MA20R,0.024095958098769188
XRP,V4,1,TECH_MA50R,0.04446227476000786
XRP,V4,1,VOL_ATR14,0.03371397405862808
XRP,V4,1,BAND_BB_W,0.035877637565135956
XRP,V4,1,BAND_KC_W,0.04108022153377533
XRP,V4,1,PX_OBV,0.056983426213264465
XRP,V4,1,VOL_Z20,0.027299178764224052
XRP,V4,1,DERIV_OI_D1,0.035838618874549866
XRP,V4,1,DERIV_OI_PCT1,0.026485638692975044
XRP,V4,1,DERIV_FUND_Z7,0.027036210522055626
XRP,V4,1,DERIV_LSR_D1,0.0
XRP,V4,1,FLOW_LIQ_NET,0.037486687302589417
XRP,V4,1,FLOW_LIQ_ABS,0.026923421770334244
XRP,V4,1,FLOW_TAKER_IMB,0.0
XRP,V4,1,EXBAL_PCT_1D,0.04149555787444115
XRP,V4,1,SENT_FEAR,0.03026457317173481
XRP,V4,1,SENT_D_FEAR,0.040736399590969086
XRP,V4,1,WEEK_RET_1W,0.030030153691768646
XRP,V4,1,WEEK_RSI_1W,0.022681932896375656
XRP,V4,1,WEEK_MA_CROSS_1W,0.003380573121830821
XRP,V4,2,open,0.03441333770751953
XRP,V4,2,high,0.02762722782790661
XRP,V4,2,low,0.030394159257411957
XRP,V4,2,close,0.029448127374053
XRP,V4,2,volume,0.03946313634514809
XRP,V4,2,RET_1D,0.03623202443122864
XRP,V4,2,RET_5D,0.038161929696798325
XRP,V4,2,RET_20D,0.03355816379189491
XRP,V4,2,TECH_RSI14,0.02932680770754814
XRP,V4,2,TECH_RSI30,0.03691289573907852
XRP,V4,2,TECH_MACD,0.037179384380578995
XRP,V4,2,TECH_MACD_SIG,0.03087686374783516
XRP,V4,2,TECH_MA5R,0.03001359850168228
XRP,V4,2,TECH_MA20R,0.02927083894610405
XRP,V4,2,TECH_MA50R,0.049975208938121796
XRP,V4,2,VOL_ATR14,0.026851056143641472
XRP,V4,2,BAND_BB_W,0.0456218346953392
XRP,V4,2,BAND_KC_W,0.02787994034588337
XRP,V4,2,PX_OBV,0.04119662940502167
XRP,V4,2,VOL_Z20,0.02674875408411026
XRP,V4,2,DERIV_OI_D1,0.028629127889871597
XRP,V4,2,DERIV_OI_PCT1,0.030648568645119667
XRP,V4,2,DERIV_FUND_Z7,0.03429829701781273
XRP,V4,2,DERIV_LSR_D1,0.0
XRP,V4,2,FLOW_LIQ_NET,0.03802591934800148
XRP,V4,2,FLOW_LIQ_ABS,0.029317786917090416
XRP,V4,2,FLOW_TAKER_IMB,0.0
XRP,V4,2,EXBAL_PCT_1D,0.02883714810013771
XRP,V4,2,SENT_FEAR,0.029276439920067787
XRP,V4,2,SENT_D_FEAR,0.02972254529595375
XRP,V4,2,WEEK_RET_1W,0.0314813069999218
XRP,V4,2,WEEK_RSI_1W,0.027339177206158638
XRP,V4,2,WEEK_MA_CROSS_1W,0.011271815747022629
DOGE,V1,1,open,0.037393148988485336
DOGE,V1,1,high,0.03553012013435364
DOGE,V1,1,low,0.03427368775010109
DOGE,V1,1,close,0.03486424684524536
DOGE,V1,1,volume,0.033526044338941574
DOGE,V1,1,RET_1D,0.04168928787112236
DOGE,V1,1,RET_5D,0.03694683685898781
DOGE,V1,1,RET_20D,0.03809058293700218
